Category,Message
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Only December! There are 11 minutes of your mobile+? You have the right to update the latest color camera! Call the free VCO mobile update at 08002986906
ham,Cramps stopped. Going back to sleep
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,How did you find out in a way that didn't include all of these details
spam,"URGENT! Your 077xxx mobile phone has won a prize of a £ 2,000 prize on June 2, March! This is the second effort to approach you! Call 09066362206 as soon as possible! Box97n7qp, 150ppm"
spam,"Congratulations! 2 Videophones 3G Mobile R. Call 09061744553 now! Videochat Wid Ur Mates, Java game, Polyh Dload music, Noline Rentl. BX420. IP4. 5we. 150pm"
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?
ham,"Sorry, I'll call later ok bye"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,"Tick, tick, tick ... Babe"
spam,PRIVATE! Your 2004 account report for 07742676969 shows that 786 reward points have not been received. To request call 08719180248 identification code: 45239 expired
spam,The number of voda enday ends 7548 chosen to receive the $ 350 prize.
spam,"Someone you know how to ask our dating service 2 contact you! Can not guess anyone? Call 09058097189 now all will be revealed. POBOBOB 6, LS15HB 150P"
spam,Refuse a loan? Guaranteed or not guaranteed? Can't receive credit? Call for free now 0800 195 6669 or text 'help' & we will!
spam,Please call 08712402972 immediately because there is an emergency message waiting for you
spam,"Hey boys. Want hot xxx pics directly sent 2 phones of your phone? TXT is porn to 69855, 24 hours for free and then only 50p a day. To stop text Stopbcm SF WC1N3XX"
spam,Free> Ringtones! Answer Real or Poly Eg Real1 1. Pushbutton 2. Dontcha 3. Babygoodbye 4. GoldDigger 5.
spam,"Does your contract have 11 MNTHS? Latest Motorola, Nokia, etc. All free! Double Mins & Document on Orange Tariffs. Texting yes for the call again, not to delete from the profile"
spam,Valentines Day Special! Win over Â£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,We can go 4 e normal pilates after our intro...
ham,Yes:)here tv is always available in work place..
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
spam,"Twinks, bears, onions, skin and jocks are calling now. Do not miss the weekend joy. Call 08712466669 at 10p/minute. 2 Stopping documents call 08712460324 (NAT ratio)"
spam,Are you unique enough? Learn from August 30. Www.areyouunique.co.uk
spam,"From the next month, a maximum of 50% of the calling of 4 standard networks of UR 2 activates calls 9061100010 c wire."
spam,"Urgent! Please call 0906346330. ABTA for free 4* Spanish holiday or £ 10,000 in cash is waiting for the collection of Sae T & CS box 47 PO19 2EZ 150ppm 18+"
spam,"URGENT! You have gained a free member of a week in our £ 100,000 prize award! TXT From: Requirements No: 81010 T&C www.dbuk.net lccltd Pobox 4403LDNW1A7RW18"
spam,The person who holds the voucher dear has your next meal about us. Use the following link on your PC 2 to enjoy eating and drinking experience 2 4 1
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,No management puzzeles.
ham,Sday only joined.so training we started today:)
ham,I'm fine. Hope you are also
spam,Adults 18 Your video content will soon be with you
spam,"Themob> Check our latest options on content, game, tone, rumor, babes and sport, keep your mobile device appropriate and wap text to 82468"
spam,88066 from 88066 lost 3 pounds of help
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
spam,"URGENT! You have gained a free member of a week in our £ 100,000 prize award! TXT From: Requirements No: 81010 T&C www.dbuk.net lccltd Pobox 4403LDNW1A7RW18"
ham,Sleeping nt feeling well
spam,Important information 4 users orange 0789xxxxxxx. Today is your lucky day! 2find why log in http://www.urawinner.com has a great surprise waiting for you!
ham,Finally the match heading towards draw as your prediction.
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
spam,"Your cash balance is currently 500 pounds-to maximize your cash, send to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1J6HL"
ham,I cant pick the phone right now. Pls send a message
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
spam,Your weekly cool tones are ready to download! This week the new sounds include: 1) Crazy Frog-Axel F >>> 2) Akon-Lonely >>> 3)
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only Â£1.50/week. SavaMob - offers mobile!"
ham,Well you told others you'd marry them...
spam,Want to laugh? Try Chit-chat on your mobile phone right now! Login by txting from: Chat and send it to the number: 8883 cm PO Box 4217 London W1A 6zf 16+ 118p/MSG RCVD
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
spam,"Smsservice. For your written credit, PLS Goto www.comuk.net login = 3QxJ9 cancel registration for a stop, no extra fee. Help 08702840625.comuk. 220-CM2 9AE"
ham,K.k:)apo k.good movie.
spam,Free camera phone with lining from 4.49/month with 750 minutes NTWK. 1/2 price of TXT package also avble. Call 08001950382 or call2optout/j MF
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,Great! How is the office today?
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
spam,PRIVATE! Your 2004 account report for 07742676969 shows that 786 reward points have not been received. To request call 08719180248 identification code: 45239 expired
spam,Free message: We have set up your mobile phone number because of confusion from Shortcode 83332. Please call 08081263000 to get refunded fees. This call will be free from fixed bt
spam,"Hot Live Fantasies call now 08707509020 only needs 20p per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national ratio call"
ham,Smith waste da.i wanna gayle.
ham,What time do u get out?
spam,"You are guaranteed to be the latest Nokia phone, 40GB iPod music player or £ 500 prize! From TXT: Collect number: 83355! IBHLTD LDNW15H 150P/MTMSGRCVD18+"
spam,Reply to win Â£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
spam,Tell u 2 call 09066358152 to receive the prize £ 5000. You have 2 times enter all your mobile and personal details @ The prompt. Careful!
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
spam,"Someone you know how to ask our dating service 2 contact you! Can not guess anyone? Call 09058097189 now all will be revealed. POBOBOB 6, LS15HB 150P"
spam,Network operator. Service is free. For the visit of T&C 80488.biz
spam,"Thank you for your ringtone order, X49 reference number. Your mobile phone will be charged 4.50. If your melody does not come, please call customer service 09065989182. From: [Color = Red] text [/color] txtstar"
spam,Local women who are married are looking for discreet actions right now! 5 real matches immediately with your phone. The text matches 69969 MSG costs 150p 2 stop txt bcmsfwc1n3xx
ham,Super da:)good replacement for murali
ham,If he started searching he will get job in few days.he have great potential and talent.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
ham,Thanx 4 sending me home...
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,I know you mood off today
spam,Panasonic & Bluetoothhdset for free. Nokia is free. Free Motorola & Doublemins & Doubletxt on Orange Contract. Call mobileupd8 at 08000839402 or call 2optout
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,I wanna watch that movie
spam,We have tried to contact you Re suggest our new video 750 at any time any MINS network half the price for renting a cameras call 08000930705 or reply for the fourth delivery
ham,Anything lar...
spam,"Your chance to participate in the actual imagination program immediately = 08707509020 only needs 20 minutes per minute NTT Ltd, Po Box 1327 Croydon Cr9 5WB 0870 is a national call = ratio"
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
spam,Uâve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,You should get more chicken broth if you want ramen unless there's some I don't know about
spam,"URGENT! You have gained a free member of a week in our £ 100,000 prize award! TXT From: Requirements No: 81010 T&C www.dbuk.net lccltd Pobox 4403LDNW1A7RW18"
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
spam,You won't believe it but that's true. It is astonished TKTS! Answer G right now to find out really great things that will blow your mind. From O2FWD only 18p/txt
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was"
spam,Great new offer - Double Mins & Double TXT on the best orange tariff and receive the latest 4 -camera phone 4 free! Call MobileupD8 for free at 08000839402 right now! or 2stoptxt t & cs
spam,OH! The boys come back. Performing a tour in England in 2007. Win Vip & Book tickets in advance with the VIP club. TXT Club to 81303. Information Ltd Ltd@vipclub4u.
